"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","CPI","TOT","IDX2015","A","1978",6.632935,
"PRT","CPI","TOT","IDX2015","A","1979",8.085497,
"PRT","CPI","TOT","IDX2015","A","1980",9.368462,
"PRT","CPI","TOT","IDX2015","A","1981",11.15226,
"PRT","CPI","TOT","IDX2015","A","1982",13.56998,
"PRT","CPI","TOT","IDX2015","A","1983",16.82715,
"PRT","CPI","TOT","IDX2015","A","1984",21.60348,
"PRT","CPI","TOT","IDX2015","A","1985",25.80782,
"PRT","CPI","TOT","IDX2015","A","1986",28.99027,
"PRT","CPI","TOT","IDX2015","A","1987",31.78344,
"PRT","CPI","TOT","IDX2015","A","1988",34.99408,
"PRT","CPI","TOT","IDX2015","A","1989",39.43354,
"PRT","CPI","TOT","IDX2015","A","1990",44.80856,
"PRT","CPI","TOT","IDX2015","A","1991",50.11814,
"PRT","CPI","TOT","IDX2015","A","1992",54.90906,
"PRT","CPI","TOT","IDX2015","A","1993",58.63397,
"PRT","CPI","TOT","IDX2015","A","1994",61.81219,
"PRT","CPI","TOT","IDX2015","A","1995",64.4224,
"PRT","CPI","TOT","IDX2015","A","1996",66.39951,
"PRT","CPI","TOT","IDX2015","A","1997",67.95118,
"PRT","CPI","TOT","IDX2015","A","1998",69.69939,
"PRT","CPI","TOT","IDX2015","A","1999",71.33043,
"PRT","CPI","TOT","IDX2015","A","2000",73.36551,
"PRT","CPI","TOT","IDX2015","A","2001",76.57151,
"PRT","CPI","TOT","IDX2015","A","2002",79.32835,
"PRT","CPI","TOT","IDX2015","A","2003",81.88192,
"PRT","CPI","TOT","IDX2015","A","2004",83.81873,
"PRT","CPI","TOT","IDX2015","A","2005",85.72741,
"PRT","CPI","TOT","IDX2015","A","2006",88.39153,
"PRT","CPI","TOT","IDX2015","A","2007",90.56063,
"PRT","CPI","TOT","IDX2015","A","2008",92.9048,
"PRT","CPI","TOT","IDX2015","A","2009",92.12856,
"PRT","CPI","TOT","IDX2015","A","2010",93.42072,
"PRT","CPI","TOT","IDX2015","A","2011",96.83339,
"PRT","CPI","TOT","IDX2015","A","2012",99.51891,
"PRT","CPI","TOT","IDX2015","A","2013",99.79201,
"PRT","CPI","TOT","IDX2015","A","2014",99.51443,
"PRT","CPI","TOT","IDX2015","A","2015",100,
"PRT","CPI","TOT","IDX2015","A","2016",100.6074,
"PRT","CPI","TOT","IDX2015","A","2017",101.9843,
"PRT","CPI","TOT","IDX2015","A","2018",102.9978,
"ESP","CPI","TOT","IDX2015","A","1955",1.859502,
"ESP","CPI","TOT","IDX2015","A","1956",1.968332,
"ESP","CPI","TOT","IDX2015","A","1957",2.18037,
"ESP","CPI","TOT","IDX2015","A","1958",2.472081,
"ESP","CPI","TOT","IDX2015","A","1959",2.652784,
"ESP","CPI","TOT","IDX2015","A","1960",2.684028,
"ESP","CPI","TOT","IDX2015","A","1961",2.705749,
"ESP","CPI","TOT","IDX2015","A","1962",2.860152,
"ESP","CPI","TOT","IDX2015","A","1963",3.110234,
"ESP","CPI","TOT","IDX2015","A","1964",3.327306,
"ESP","CPI","TOT","IDX2015","A","1965",3.76698,
"ESP","CPI","TOT","IDX2015","A","1966",4.002054,
"ESP","CPI","TOT","IDX2015","A","1967",4.25785,
"ESP","CPI","TOT","IDX2015","A","1968",4.4688,
"ESP","CPI","TOT","IDX2015","A","1969",4.565341,
"ESP","CPI","TOT","IDX2015","A","1970",4.826988,
"ESP","CPI","TOT","IDX2015","A","1971",5.224581,
"ESP","CPI","TOT","IDX2015","A","1972",5.656774,
"ESP","CPI","TOT","IDX2015","A","1973",6.302591,
"ESP","CPI","TOT","IDX2015","A","1974",7.290861,
"ESP","CPI","TOT","IDX2015","A","1975",8.526901,
"ESP","CPI","TOT","IDX2015","A","1976",10.02976,
"ESP","CPI","TOT","IDX2015","A","1977",12.49086,
"ESP","CPI","TOT","IDX2015","A","1978",14.96077,
"ESP","CPI","TOT","IDX2015","A","1979",17.30366,
"ESP","CPI","TOT","IDX2015","A","1980",19.99644,
"ESP","CPI","TOT","IDX2015","A","1981",22.90579,
"ESP","CPI","TOT","IDX2015","A","1982",26.20766,
"ESP","CPI","TOT","IDX2015","A","1983",29.3982,
"ESP","CPI","TOT","IDX2015","A","1984",32.71439,
"ESP","CPI","TOT","IDX2015","A","1985",35.59799,
"ESP","CPI","TOT","IDX2015","A","1986",38.72881,
"ESP","CPI","TOT","IDX2015","A","1987",40.76131,
"ESP","CPI","TOT","IDX2015","A","1988",42.73304,
"ESP","CPI","TOT","IDX2015","A","1989",45.63523,
"ESP","CPI","TOT","IDX2015","A","1990",48.70275,
"ESP","CPI","TOT","IDX2015","A","1991",51.59287,
"ESP","CPI","TOT","IDX2015","A","1992",54.64951,
"ESP","CPI","TOT","IDX2015","A","1993",57.14648,
"ESP","CPI","TOT","IDX2015","A","1994",59.84289,
"ESP","CPI","TOT","IDX2015","A","1995",62.63983,
"ESP","CPI","TOT","IDX2015","A","1996",64.86909,
"ESP","CPI","TOT","IDX2015","A","1997",66.14771,
"ESP","CPI","TOT","IDX2015","A","1998",67.36108,
"ESP","CPI","TOT","IDX2015","A","1999",68.91734,
"ESP","CPI","TOT","IDX2015","A","2000",71.28364,
"ESP","CPI","TOT","IDX2015","A","2001",73.8426,
"ESP","CPI","TOT","IDX2015","A","2002",76.10644,
"ESP","CPI","TOT","IDX2015","A","2003",78.41949,
"ESP","CPI","TOT","IDX2015","A","2004",80.80282,
"ESP","CPI","TOT","IDX2015","A","2005",83.52463,
"ESP","CPI","TOT","IDX2015","A","2006",86.46083,
"ESP","CPI","TOT","IDX2015","A","2007",88.87052,
"ESP","CPI","TOT","IDX2015","A","2008",92.49258,
"ESP","CPI","TOT","IDX2015","A","2009",92.2262,
"ESP","CPI","TOT","IDX2015","A","2010",93.88617,
"ESP","CPI","TOT","IDX2015","A","2011",96.8869,
"ESP","CPI","TOT","IDX2015","A","2012",99.25676,
"ESP","CPI","TOT","IDX2015","A","2013",100.6548,
"ESP","CPI","TOT","IDX2015","A","2014",100.503,
"ESP","CPI","TOT","IDX2015","A","2015",100,
"ESP","CPI","TOT","IDX2015","A","2016",99.79733,
"ESP","CPI","TOT","IDX2015","A","2017",101.7495,
"ESP","CPI","TOT","IDX2015","A","2018",103.4538,
